# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jan  3 22:48:10 2017
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN alt_name:       Confirmed Name
# COLUMN tm_designation: 2MASS Name
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN koi_list_flag:  Is in KOI List?
# COLUMN last_update:    Date of Last Update
#
rowid,kepid,kepoi_name,kepler_name,alt_name,tm_designation,ra_str,ra,dec_str,dec,koi_list_flag,last_update
1318,4664847,K00816.01,Kepler-690 b,Kepler-690 b,2MASS J19375757+3946172,19h37m57.58s,294.489900,+39d46m17.2s,39.771439,YES,2016-05-10 0
1319,4913852,K00818.01,Kepler-691 b,Kepler-691 b,2MASS J19151488+4002002,19h15m14.88s,288.812010,+40d02m00.2s,40.033401,YES,2016-05-10 0
1320,5021899,K00821.01,Kepler-692 b,Kepler-692 b,2MASS J19390644+4009134,19h39m06.45s,294.776860,+40d09m13.5s,40.153740,YES,2016-05-10 0
1321,5164255,K00824.01,Kepler-693 b,Kepler-693 b,2MASS J18530085+4021295,18h53m00.85s,283.253540,+40d21m29.5s,40.358189,YES,2016-05-10 0
1322,5272878,K00826.01,Kepler-694 b,Kepler-694 b,2MASS J19243588+4025138,19h24m35.88s,291.149510,+40d25m13.9s,40.420521,YES,2016-05-10 0
1323,5651104,K00840.01,Kepler-695 b,Kepler-695 b,2MASS J19571586+4049205,19h57m15.86s,299.316100,+40d49m20.6s,40.822380,YES,2016-05-10 0
1324,5881688,K00843.01,Kepler-696 b,Kepler-696 b,2MASS J19335918+4108153,19h33m59.19s,293.496610,+41d08m15.3s,41.137589,YES,2016-05-10 0
1325,6022556,K00844.01,Kepler-697 b,Kepler-697 b,2MASS J18552745+4120472,18h55m27.46s,283.864410,+41d20m47.2s,41.346458,YES,2016-05-10 0
1326,6032497,K00845.01,Kepler-698 b,Kepler-698 b,2MASS J19140239+4118063,19h14m02.40s,288.510010,+41d18m06.4s,41.301769,YES,2016-05-10 0
1327,6061119,K00846.01,Kepler-699 b,Kepler-699 b,2MASS J19473316+4123459,19h47m33.17s,296.888210,+41d23m45.9s,41.396091,YES,2016-05-10 0
1328,6191521,K00847.01,Kepler-700 b,Kepler-700 b,2MASS J19083703+4133568,19h08m37.03s,287.154300,+41d33m56.8s,41.565788,YES,2016-05-10 0
1329,6276477,K00849.01,Kepler-701 b,Kepler-701 b,2MASS J19155860+4137598,19h15m58.61s,288.994200,+41d37m59.8s,41.633282,YES,2016-05-10 0
1330,6291653,K00850.01,Kepler-702 b,Kepler-702 b,2MASS J19353074+4139423,19h35m30.75s,293.878110,+41d39m42.4s,41.661770,YES,2016-05-10 0
1331,6392727,K00851.01,Kepler-703 b,Kepler-703 b,2MASS J19564484+4144336,19h56m44.85s,299.186860,+41d44m33.6s,41.742680,YES,2016-05-10 0
1332,6422070,K00852.01,Kepler-704 b,Kepler-704 b,2MASS J18531593+4150136,18h53m15.93s,283.316380,+41d50m13.6s,41.837120,YES,2016-05-10 0
1333,6435936,K00854.01,Kepler-705 b,Kepler-705 b,2MASS J19180203+4148436,19h18m02.04s,289.508480,+41d48m43.6s,41.812119,YES,2016-05-10 0
1334,6522242,K00855.01,Kepler-706 b,Kepler-706 b,2MASS J19270249+4156386,19h27m02.50s,291.760410,+41d56m38.6s,41.944069,YES,2016-05-10 0
1335,6685526,K00861.01,Kepler-707 b,Kepler-707 b,2MASS J19200181+4206592,19h20m01.82s,290.007570,+42d06m59.3s,42.116459,YES,2016-05-10 0
1336,6784235,K00863.01,Kepler-708 b,Kepler-708 b,2MASS J19351595+4212449,19h35m15.95s,293.816470,+42d12m45.0s,42.212502,YES,2016-05-10 0
1337,6863998,K00867.01,Kepler-709 b,Kepler-709 b,2MASS J19282524+4222491,19h28m25.25s,292.105190,+42d22m49.2s,42.380322,YES,2016-05-10 0
1338,7118364,K00873.01,Kepler-710 b,Kepler-710 b,2MASS J19275139+4241461,19h27m51.40s,291.964170,+42d41m46.1s,42.696140,YES,2016-05-10 0
1339,7303253,K00878.01,Kepler-711 b,Kepler-711 b,2MASS J19495040+4250237,19h49m50.40s,297.460020,+42d50m23.7s,42.839920,YES,2016-05-10 0
1340,7373451,K00881.01,Kepler-712 b,Kepler-712 b,2MASS J19393833+4256069,19h39m38.34s,294.909730,+42d56m06.9s,42.935261,YES,2016-05-10 0
1341,7373451,K00881.02,Kepler-712 c,Kepler-712 c,2MASS J19393833+4256069,19h39m38.34s,294.909730,+42d56m06.9s,42.935261,YES,2016-05-10 0
1342,7458762,K00887.01,Kepler-713 b,Kepler-713 b,2MASS J19423636+4301473,19h42m36.36s,295.651490,+43d01m47.4s,43.029831,YES,2016-05-10 0
1343,7585481,K00890.01,Kepler-714 b,Kepler-714 b,2MASS J18504788+4316218,18h50m47.88s,282.699520,+43d16m21.9s,43.272739,YES,2016-05-10 0
1344,7663691,K00891.01,Kepler-715 b,Kepler-715 b,2MASS J18543138+4322458,18h54m31.38s,283.630770,+43d22m45.8s,43.379398,YES,2016-05-10 0
1345,7678434,K00892.01,Kepler-716 b,Kepler-716 b,2MASS J19213437+4321500,19h21m34.37s,290.393220,+43d21m50.0s,43.363899,YES,2016-05-10 0
1346,7685981,K00893.01,Kepler-717 b,Kepler-717 b,2MASS J19315172+4320470,19h31m51.73s,292.965550,+43d20m47.0s,43.346390,YES,2016-05-10 0
1347,7849854,K00897.01,Kepler-718 b,Kepler-718 b,2MASS J19581485+4330128,19h58m14.85s,299.561890,+43d30m12.8s,43.503559,YES,2016-05-10 0
1348,8039892,K00903.01,Kepler-719 b,Kepler-719 b,2MASS J19420867+4353040,19h42m08.67s,295.536130,+43d53m04.0s,43.884449,YES,2016-05-10 0
1349,8255887,K00908.01,Kepler-720 b,Kepler-720 b,2MASS J19543255+4410153,19h54m32.56s,298.635650,+44d10m15.4s,44.170940,YES,2016-05-10 0
1350,8414716,K00910.01,Kepler-721 b,Kepler-721 b,2MASS J18574332+4428499,18h57m43.32s,284.430510,+44d28m49.9s,44.480530,YES,2016-05-10 0
1351,8490993,K00911.01,Kepler-722 b,Kepler-722 b,2MASS J19210318+4433232,19h21m03.19s,290.263280,+44d33m23.2s,44.556450,YES,2016-05-10 0
1352,8490993,K00911.02,Kepler-722 c,Kepler-722 c,2MASS J19210318+4433232,19h21m03.19s,290.263280,+44d33m23.2s,44.556450,YES,2016-05-10 0
1353,8544996,K00913.01,Kepler-723 b,Kepler-723 b,2MASS J18591931+4439293,18h59m19.31s,284.830470,+44d39m29.3s,44.658138,YES,2016-05-10 0
1354,8628973,K00916.01,Kepler-724 b,Kepler-724 b,2MASS J19334916+4447340,19h33m49.16s,293.454830,+44d47m34.0s,44.792789,YES,2016-05-10 0
1355,8672910,K00918.01,Kepler-725 b,Kepler-725 b,2MASS J18555459+4448416,18h55m54.60s,283.977510,+44d48m41.6s,44.811562,YES,2016-05-10 0
1356,8689031,K00920.01,Kepler-726 b,Kepler-726 b,2MASS J19265215+4453143,19h26m52.16s,291.717320,+44d53m14.3s,44.887310,YES,2016-05-10 0
1357,8826878,K00922.01,Kepler-727 b,Kepler-727 b,2MASS J19392325+4502038,19h39m23.25s,294.846890,+45d02m03.9s,45.034409,YES,2016-05-10 0
1358,8883593,K00923.01,Kepler-728 b,Kepler-728 b,2MASS J19242216+4506559,19h24m22.16s,291.092350,+45d06m55.9s,45.115528,YES,2016-05-10 0
1359,9077124,K00926.01,Kepler-729 b,Kepler-729 b,2MASS J19052642+4524514,19h05m26.43s,286.360110,+45d24m51.4s,45.414291,YES,2016-05-10 0
1360,9141746,K00929.01,Kepler-730 b,Kepler-730 b,2MASS J19021315+4534438,19h02m13.15s,285.554810,+45d34m43.9s,45.578861,YES,2016-05-10 0
1361,9166862,K00931.01,Kepler-731 b,Kepler-731 b,2MASS J19453436+4534068,19h45m34.36s,296.393160,+45d34m06.8s,45.568562,YES,2016-05-10 0
1362,9388479,K00936.01,Kepler-732 b,Kepler-732 b,2MASS J18545568+4557315,18h54m55.69s,283.732030,+45d57m31.6s,45.958771,YES,2016-05-10 0
1363,9388479,K00936.02,Kepler-732 c,Kepler-732 c,2MASS J18545568+4557315,18h54m55.69s,283.732030,+45d57m31.6s,45.958771,YES,2016-05-10 0
1364,9406990,K00937.01,Kepler-733 b,Kepler-733 b,2MASS J19320438+4554528,19h32m04.39s,293.018280,+45d54m52.9s,45.914688,YES,2016-05-10 0
1365,9479273,K00940.01,Kepler-734 b,Kepler-734 b,2MASS J19481095+4601385,19h48m10.95s,297.045620,+46d01m38.5s,46.027359,YES,2016-05-10 0
1366,9512687,K00942.01,Kepler-735 b,Kepler-735 b,2MASS J18584533+4610200,18h58m45.33s,284.688870,+46d10m20.1s,46.172249,YES,2016-05-10 0
1367,9513865,K00943.01,Kepler-736 b,Kepler-736 b,2MASS J19013391+4610513,19h01m33.92s,285.391330,+46d10m51.4s,46.180939,YES,2016-05-10 0
1368,9710326,K00947.01,Kepler-737 b,Kepler-737 b,2MASS J19272708+4625453,19h27m27.08s,291.862850,+46d25m45.3s,46.429260,YES,2016-05-10 0
1369,9761882,K00948.01,Kepler-738 b,Kepler-738 b,2MASS J19101671+4634042,19h10m16.72s,287.569670,+46d34m04.3s,46.567860,YES,2016-05-10 0
1370,9766437,K00949.01,Kepler-739 b,Kepler-739 b,2MASS J19201631+4634449,19h20m16.32s,290.067990,+46d34m44.9s,46.579140,YES,2016-05-10 0
1371,9820483,K00953.01,Kepler-740 b,Kepler-740 b,2MASS J19055574+4641328,19h05m55.74s,286.482270,+46d41m32.8s,46.692451,YES,2016-05-10 0
1372,9825625,K00955.01,Kepler-741 b,Kepler-741 b,2MASS J19174360+4637031,19h17m43.61s,289.431700,+46d37m03.1s,46.617531,YES,2016-05-10 0
1373,9875711,K00956.01,Kepler-742 b,Kepler-742 b,2MASS J18552784+4647225,18h55m27.85s,283.866030,+46d47m22.5s,46.789589,YES,2016-05-10 0
1374,7295235,K00987.01,Kepler-743 b,Kepler-743 b,2MASS J19421779+4248231,19h42m17.80s,295.574160,+42d48m23.2s,42.806438,YES,2016-05-10 0
1375,10154388,K00991.01,Kepler-744 b,Kepler-744 b,2MASS J19455907+4710583,19h45m59.07s,296.496120,+47d10m58.3s,47.182861,YES,2016-05-10 0
1376,1432789,K00992.01,Kepler-745 b,Kepler-745 b,2MASS J19255986+3703334,19h25m59.86s,291.499420,+37d03m33.4s,37.059280,YES,2016-05-10 0
1377,1865042,K01002.01,Kepler-746 b,Kepler-746 b,2MASS J19224373+3721184,19h22m43.74s,290.682250,+37d21m18.4s,37.355110,YES,2016-05-10 0
1378,5780460,K01005.01,Kepler-747 b,Kepler-747 b,2MASS J19133996+4101472,19h13m39.96s,288.416500,+41d01m47.3s,41.029800,YES,2016-05-10 0
1379,1725016,K01007.01,Kepler-748 b,Kepler-748 b,2MASS J19290309+3714131,19h29m03.10s,292.262910,+37d14m13.2s,37.236992,YES,2016-05-10 0
1380,8125580,K01014.01,Kepler-749 b,Kepler-749 b,2MASS J19593533+4354140,19h59m35.33s,299.897220,+43d54m14.1s,43.903912,YES,2016-05-10 0
1381,8158127,K01015.01,Kepler-750 b,Kepler-750 b,2MASS J19162324+4400157,19h16m23.25s,289.096890,+44d00m15.8s,44.004379,YES,2016-05-10 0
1382,8158127,K01015.02,Kepler-750 c,Kepler-750 c,2MASS J19162324+4400157,19h16m23.25s,289.096890,+44d00m15.8s,44.004379,YES,2016-05-10 0
1383,8174625,K01017.01,Kepler-751 b,Kepler-751 b,2MASS J19392251+4404396,19h39m22.52s,294.843840,+44d04m39.6s,44.077679,YES,2016-05-10 0
1384,2716853,K01022.01,Kepler-752 b,Kepler-752 b,2MASS J19290434+3757203,19h29m04.35s,292.268130,+37d57m20.3s,37.955639,YES,2016-05-10 0
1385,2715135,K01024.01,Kepler-753 b,Kepler-753 b,2MASS J19273678+3754082,19h27m36.78s,291.903260,+37d54m08.2s,37.902290,YES,2016-05-10 0
1386,2584163,K01031.01,Kepler-754 b,Kepler-754 b,2MASS J19330098+3750463,19h33m00.99s,293.254120,+37d50m46.3s,37.846191,YES,2016-05-10 0
1387,5809890,K01050.01,Kepler-755 b,Kepler-755 b,2MASS J19472664+4105504,19h47m26.64s,296.860990,+41d05m50.4s,41.097340,YES,2016-05-10 0
1388,5809890,K01050.02,Kepler-755 c,Kepler-755 c,2MASS J19472664+4105504,19h47m26.64s,296.860990,+41d05m50.4s,41.097340,YES,2016-05-10 0
1389,5956656,K01053.01,Kepler-756 b,Kepler-756 b,2MASS J19222590+4112039,19h22m25.91s,290.607940,+41d12m03.9s,41.201092,YES,2016-05-10 0
1390,6060203,K01059.01,Kepler-757 b,Kepler-757 b,2MASS J19464330+4123114,19h46m43.31s,296.680450,+41d23m11.5s,41.386520,YES,2016-05-10 0
1391,5880320,K01060.01,Kepler-758 b,Kepler-758 b,2MASS J19322030+4108075,19h32m20.31s,293.084630,+41d08m07.6s,41.135441,YES,2016-05-10 0
1392,5880320,K01060.02,Kepler-758 c,Kepler-758 c,2MASS J19322030+4108075,19h32m20.31s,293.084630,+41d08m07.6s,41.135441,YES,2016-05-10 0
1393,5880320,K01060.03,Kepler-758 d,Kepler-758 d,2MASS J19322030+4108075,19h32m20.31s,293.084630,+41d08m07.6s,41.135441,YES,2016-05-10 0
1394,5880320,K01060.04,Kepler-758 e,Kepler-758 e,2MASS J19322030+4108075,19h32m20.31s,293.084630,+41d08m07.6s,41.135441,YES,2016-05-10 0
1395,6037187,K01061.01,Kepler-759 b,Kepler-759 b,2MASS J19203156+4122534,19h20m31.56s,290.131500,+41d22m53.4s,41.381500,YES,2016-05-10 0
1396,8222813,K01069.01,Kepler-760 b,Kepler-760 b,2MASS J19102237+4410459,19h10m22.37s,287.593200,+44d10m45.9s,44.179420,YES,2016-05-10 0
1397,8222813,K01069.02,Kepler-760 c,Kepler-760 c,2MASS J19102237+4410459,19h10m22.37s,287.593200,+44d10m45.9s,44.179420,YES,2016-05-10 0
1398,8229696,K01072.01,Kepler-761 b,Kepler-761 b,2MASS J19220086+4408368,19h22m00.86s,290.503600,+44d08m36.9s,44.143581,YES,2016-05-10 0
1399,10272640,K01074.01,Kepler-762 b,Kepler-762 b,2MASS J19250615+4719461,19h25m06.15s,291.275630,+47d19m46.2s,47.329491,YES,2016-05-10 0
1400,10141900,K01082.03,Kepler-763 b,Kepler-763 b,2MASS J19283467+4709264,19h28m34.67s,292.144470,+47d09m26.5s,47.157349,YES,2016-05-10 0
1401,10157458,K01083.01,Kepler-764 b,Kepler-764 b,2MASS J19493436+4709526,19h49m34.37s,297.393190,+47d09m52.7s,47.164631,YES,2016-05-10 0
1402,10122255,K01086.01,Kepler-765 b,Kepler-765 b,2MASS J18524430+4709204,18h52m44.30s,283.184600,+47d09m20.4s,47.155670,YES,2016-05-10 0
1403,2721030,K01094.01,Kepler-766 b,Kepler-766 b,2MASS J19324428+3758114,19h32m44.29s,293.184540,+37d58m11.4s,37.969841,YES,2016-05-10 0
1404,2853093,K01099.01,Kepler-767 b,Kepler-767 b,2MASS J19261900+3802089,19h26m19.00s,291.579160,+38d02m09.0s,38.035831,YES,2016-05-10 0
1405,3245969,K01101.01,Kepler-768 b,Kepler-768 b,2MASS J19362775+3823365,19h36m27.76s,294.115660,+38d23m36.5s,38.393478,YES,2016-05-10 0
1406,3240158,K01106.01,Kepler-769 b,Kepler-769 b,2MASS J19305114+3821295,19h30m51.14s,292.713100,+38d21m29.6s,38.358212,YES,2016-05-10 0
1407,3240158,K01106.02,Kepler-769 c,Kepler-769 c,2MASS J19305114+3821295,19h30m51.14s,292.713100,+38d21m29.6s,38.358212,YES,2016-05-10 0
1408,3218908,K01108.01,Kepler-770 b,Kepler-770 b,2MASS J19055770+3822296,19h05m57.70s,286.490420,+38d22m29.7s,38.374908,YES,2016-05-10 0
1409,3218908,K01108.02,Kepler-770 c,Kepler-770 c,2MASS J19055770+3822296,19h05m57.70s,286.490420,+38d22m29.7s,38.374908,YES,2016-05-10 0
1410,3218908,K01108.03,Kepler-770 d,Kepler-770 d,2MASS J19055770+3822296,19h05m57.70s,286.490420,+38d22m29.7s,38.374908,YES,2016-05-10 0
1411,2837111,K01110.01,Kepler-771 b,Kepler-771 b,2MASS J19094658+3805183,19h09m46.58s,287.444090,+38d05m18.3s,38.088428,YES,2016-05-10 0
1412,3116412,K01115.01,Kepler-772 b,Kepler-772 b,2MASS J19254165+3812597,19h25m41.66s,291.423580,+38d12m59.7s,38.216591,YES,2016-05-10 0
1413,2849805,K01116.01,Kepler-773 b,Kepler-773 b,2MASS J19233232+3803272,19h23m32.32s,290.884670,+38d03m27.3s,38.057571,YES,2016-05-10 0
1414,3114811,K01117.01,Kepler-774 b,Kepler-774 b,2MASS J19240766+3812430,19h24m07.66s,291.031920,+38d12m43.1s,38.211960,YES,2016-05-10 0
1415,6362874,K01128.01,Kepler-775 b,Kepler-775 b,2MASS J19254399+4142123,19h25m43.99s,291.433290,+41d42m12.4s,41.703442,YES,2016-05-10 0
1416,6272413,K01129.01,Kepler-776 b,Kepler-776 b,2MASS J19090543+4138080,19h09m05.43s,287.272640,+41d38m08.0s,41.635559,YES,2016-05-10 0
1417,8346392,K01141.01,Kepler-777 b,Kepler-777 b,2MASS J18505377+4420473,18h50m53.77s,282.724060,+44d20m47.3s,44.346470,YES,2016-05-10 0
1418,8288947,K01142.01,Kepler-778 b,Kepler-778 b,2MASS J19095458+4414150,19h09m54.58s,287.477420,+44d14m15.0s,44.237511,YES,2016-05-10 0
1419,8351704,K01146.01,Kepler-779 b,Kepler-779 b,2MASS J19023084+4418392,19h02m30.85s,285.628540,+44d18m39.2s,44.310890,YES,2016-05-10 0
1420,8278371,K01150.01,Kepler-780 b,Kepler-780 b,2MASS J18470393+4417331,18h47m03.93s,281.766390,+44d17m33.2s,44.292549,YES,2016-05-10 0
1421,10330115,K01160.01,Kepler-781 b,Kepler-781 b,2MASS J19103686+4724533,19h10m36.87s,287.653630,+47d24m53.3s,47.414810,YES,2016-05-10 0
1422,10528068,K01162.01,Kepler-782 b,Kepler-782 b,2MASS J19152837+4745339,19h15m28.38s,288.868230,+47d45m33.9s,47.759430,YES,2016-05-10 0
1423,10337517,K01165.02,Kepler-783 b,Kepler-783 b,2MASS J19241510+4729052,19h24m15.10s,291.062930,+47d29m05.3s,47.484798,YES,2016-05-10 0
1424,10350571,K01175.01,Kepler-784 b,Kepler-784 b,2MASS J19434095+4726550,19h43m40.96s,295.920650,+47d26m55.0s,47.448608,YES,2016-05-10 0
1425,3749365,K01176.01,Kepler-785 b,Kepler-785 b,2MASS J19281639+3850321,19h28m16.39s,292.068300,+38d50m32.2s,38.842270,YES,2016-05-10 0
1426,3859079,K01199.01,Kepler-786 b,Kepler-786 b,2MASS J19345854+3856214,19h34m58.54s,293.743930,+38d56m21.4s,38.939281,YES,2016-05-10 0
1427,3444588,K01202.01,Kepler-787 b,Kepler-787 b,2MASS J19264619+3834224,19h26m46.19s,291.692470,+38d34m22.4s,38.572899,YES,2016-05-10 0
1428,3438507,K01204.01,Kepler-788 b,Kepler-788 b,2MASS J19200009+3832236,19h20m00.10s,290.000400,+38d32m23.6s,38.539890,YES,2016-05-10 0
1429,3869014,K01205.01,Kepler-789 b,Kepler-789 b,2MASS J19435403+3856479,19h43m54.04s,295.975160,+38d56m47.9s,38.946640,YES,2016-05-10 0
1430,3732821,K01207.01,Kepler-790 b,Kepler-790 b,2MASS J19074010+3852199,19h07m40.11s,286.917110,+38d52m20.0s,38.872219,YES,2016-05-10 0
1431,3962357,K01210.01,Kepler-791 b,Kepler-791 b,2MASS J19342300+3901461,19h34m23.00s,293.595830,+39d01m46.1s,39.029480,YES,2016-05-10 0
1432,3749134,K01212.01,Kepler-792 b,Kepler-792 b,2MASS J19280163+3849146,19h28m01.63s,292.006810,+38d49m14.6s,38.820728,YES,2016-05-10 0
1433,3660924,K01214.01,Kepler-793 b,Kepler-793 b,2MASS J19405199+3846275,19h40m51.99s,295.216640,+38d46m27.6s,38.774330,YES,2016-05-10 0
1434,3839488,K01216.01,Kepler-794 b,Kepler-794 b,2MASS J19123208+3859487,19h12m32.09s,288.133700,+38d59m48.8s,38.996880,YES,2016-05-10 0
1435,3442055,K01218.01,Kepler-795 b,Kepler-795 b,2MASS J19240457+3832440,19h24m04.57s,291.019040,+38d32m44.1s,38.545570,YES,2016-05-10 0
1436,4043190,K01220.01,Kepler-796 b,Kepler-796 b,2MASS J19091388+3908410,19h09m13.89s,287.307860,+39d08m41.0s,39.144730,YES,2016-05-10 0
1437,6383821,K01238.01,Kepler-797 b,Kepler-797 b,2MASS J19485015+4146541,19h48m50.15s,297.208950,+41d46m54.2s,41.781712,YES,2016-05-10 0
1438,6693640,K01245.01,Kepler-798 b,Kepler-798 b,2MASS J19295476+4208322,19h29m54.77s,292.478210,+42d08m32.2s,42.142288,YES,2016-05-10 0
1439,8678594,K01261.01,Kepler-799 b,Kepler-799 b,2MASS J19084197+4452428,19h08m41.98s,287.174900,+44d52m42.9s,44.878571,YES,2016-05-10 0
1440,8612847,K01264.01,Kepler-800 b,Kepler-800 b,2MASS J19061795+4447427,19h06m17.96s,286.574830,+44d47m42.7s,44.795200,YES,2016-05-10 0
1441,8547140,K01266.01,Kepler-801 b,Kepler-801 b,2MASS J19041805+4439527,19h04m18.06s,286.075230,+44d39m52.7s,44.664639,YES,2016-05-10 0
1442,8806072,K01273.01,Kepler-802 b,Kepler-802 b,2MASS J19040380+4500279,19h04m03.81s,286.015870,+45d00m28.0s,45.007771,YES,2016-05-10 0
1443,8583696,K01275.01,Kepler-803 b,Kepler-803 b,2MASS J19565318+4441379,19h56m53.19s,299.221620,+44d41m37.9s,44.693871,YES,2016-05-10 0
1444,8628758,K01279.01,Kepler-804 b,Kepler-804 b,2MASS J19332934+4447064,19h33m29.34s,293.372250,+44d47m06.5s,44.785141,YES,2016-05-10 0
1445,8628758,K01279.02,Kepler-804 c,Kepler-804 c,2MASS J19332934+4447064,19h33m29.34s,293.372250,+44d47m06.5s,44.785141,YES,2016-05-10 0
1446,8822366,K01282.01,Kepler-805 b,Kepler-805 b,2MASS J19325518+4503119,19h32m55.19s,293.229950,+45d03m11.9s,45.053310,YES,2016-05-10 0
1447,8700771,K01283.01,Kepler-806 b,Kepler-806 b,2MASS J19440169+4451123,19h44m01.71s,296.007110,+44d51m12.5s,44.853474,YES,2016-05-10 0
1448,10790387,K01288.01,Kepler-807 b,Kepler-807 b,2MASS J19160484+4807113,19h16m04.84s,289.020170,+48d07m11.3s,48.119808,YES,2016-05-10 0
1449,10975146,K01300.01,Kepler-808 b,Kepler-808 b,2MASS J19262258+4826442,19h26m22.58s,291.594090,+48d26m44.2s,48.445610,YES,2016-05-10 0
1450,10724369,K01302.01,Kepler-809 b,Kepler-809 b,2MASS J19162007+4801052,19h16m20.08s,289.083650,+48d01m05.3s,48.018131,YES,2016-05-10 0
1451,10744335,K01304.01,Kepler-810 b,Kepler-810 b,2MASS J19462756+4804575,19h46m27.57s,296.614870,+48d04m57.5s,48.082642,YES,2016-05-10 0
1452,10586208,K01308.01,Kepler-811 b,Kepler-811 b,2MASS J19014182+4750046,19h01m41.83s,285.424290,+47d50m04.6s,47.834610,YES,2016-05-10 0
1453,10854768,K01309.01,Kepler-812 b,Kepler-812 b,2MASS J19152526+4812307,19h15m25.27s,288.855290,+48d12m30.8s,48.208542,YES,2016-05-10 0
1454,10964440,K01310.01,Kepler-813 b,Kepler-813 b,2MASS J19023904+4826073,19h02m39.05s,285.662690,+48d26m07.3s,48.435371,YES,2016-05-10 0
1455,10963242,K01312.01,Kepler-814 b,Kepler-814 b,2MASS J18593851+4825539,18h59m38.52s,284.910490,+48d25m53.9s,48.431641,YES,2016-05-10 0
1456,10585852,K01314.01,Kepler-815 b,Kepler-815 b,2MASS J19005306+4752529,19h00m53.06s,285.221100,+47d52m53.0s,47.881378,YES,2016-05-10 0
1457,4164994,K01320.01,Kepler-816 b,Kepler-816 b,2MASS J19332708+3912448,19h33m27.08s,293.362850,+39d12m44.8s,39.212448,YES,2016-05-10 0
1458,4076098,K01323.01,Kepler-817 b,Kepler-817 b,2MASS J19441964+3909418,19h44m19.64s,296.081850,+39d09m41.8s,39.161621,YES,2016-05-10 0
1459,4282872,K01325.01,Kepler-818 b,Kepler-818 b,2MASS J19445642+3922132,19h44m56.43s,296.235110,+39d22m13.2s,39.370338,YES,2016-05-10 0
1460,4072526,K01329.01,Kepler-819 b,Kepler-819 b,2MASS J19412899+3910379,19h41m28.99s,295.370790,+39d10m38.0s,39.177212,YES,2016-05-10 0
1461,4155328,K01335.01,Kepler-820 b,Kepler-820 b,2MASS J19240483+3913144,19h24m04.83s,291.020140,+39d13m14.4s,39.220680,YES,2016-05-10 0
1462,4243911,K01337.01,Kepler-821 b,Kepler-821 b,2MASS J19022818+3922463,19h02m28.19s,285.617460,+39d22m46.3s,39.379532,YES,2016-05-10 0
1463,4466677,K01338.01,Kepler-822 b,Kepler-822 b,2MASS J19290626+3933006,19h29m06.27s,292.276120,+39d33m00.6s,39.550179,YES,2016-05-10 0
1464,4135665,K01339.01,Kepler-823 b,Kepler-823 b,2MASS J18581981+3913127,18h58m19.81s,284.582550,+39d13m12.8s,39.220211,YES,2016-05-10 0
1465,4650674,K01341.01,Kepler-824 b,Kepler-824 b,2MASS J19215457+3943552,19h21m54.58s,290.477420,+39d43m55.2s,39.732010,YES,2016-05-10 0
1466,4275721,K01342.01,Kepler-825 b,Kepler-825 b,2MASS J19390477+3923546,19h39m04.78s,294.769900,+39d23m54.6s,39.398510,YES,2016-05-10 0
1467,4275721,K01342.02,Kepler-825 c,Kepler-825 c,2MASS J19390477+3923546,19h39m04.78s,294.769900,+39d23m54.6s,39.398510,YES,2016-05-10 0
1468,4136466,K01344.01,Kepler-826 b,Kepler-826 b,2MASS J18592643+3914259,18h59m26.43s,284.860140,+39d14m26.0s,39.240551,YES,2016-05-10 0
1469,7211141,K01355.01,Kepler-827 b,Kepler-827 b,2MASS J19395185+4242308,19h39m51.85s,294.966060,+42d42m30.8s,42.708569,YES,2016-05-10 0
1470,6934291,K01367.01,Kepler-828 b,Kepler-828 b,2MASS J19073294+4228165,19h07m32.94s,286.887270,+42d28m16.5s,42.471260,YES,2016-05-10 0
1471,6924203,K01370.01,Kepler-829 b,Kepler-829 b,2MASS J18491987+4227497,18h49m19.87s,282.332790,+42d27m49.8s,42.463821,YES,2016-05-10 0
1472,7211469,K01377.01,Kepler-830 b,Kepler-830 b,2MASS J19401302+4245246,19h40m13.03s,295.054290,+42d45m24.6s,42.756840,YES,2016-05-10 0
1473,7211221,K01379.01,Kepler-831 b,Kepler-831 b,2MASS J19395651+4243396,19h39m56.51s,294.985470,+42d43m39.6s,42.727669,YES,2016-05-10 0
1474,9034103,K01402.01,Kepler-832 b,Kepler-832 b,2MASS J19434226+4523019,19h43m42.26s,295.926090,+45d23m01.9s,45.383862,YES,2016-05-10 0
1475,9214942,K01403.01,Kepler-833 b,Kepler-833 b,2MASS J19215518+4536025,19h21m55.19s,290.479950,+45d36m02.5s,45.600700,YES,2016-05-10 0
1476,8874090,K01404.01,Kepler-834 b,Kepler-834 b,2MASS J19081308+4510493,19h08m13.09s,287.054530,+45d10m49.3s,45.180370,YES,2016-05-10 0
1477,9264949,K01405.01,Kepler-835 b,Kepler-835 b,2MASS J18541781+4544052,18h54m17.81s,283.574220,+45d44m05.3s,45.734798,YES,2016-05-10 0
